App,Category_google,Rating_google,Reviews_google,Size_google,Installs,Type,Price_google,Content Rating_google,Last Updated,Size_apple,currency,Price_apple,Reviews_apple,Rating_apple,Content Rating_apple,Category_apple,Reviews
Does not Commute,GAME,4.0,154108,78000.0,5000000.0,Free,0.0,Everyone,13-Oct-15,87481344,USD,0.0,5645,4.0,4+,Games,154108
Endless Ducker,GAME,4.5,8193,41000.0,500000.0,Free,0.0,Everyone,16-Sep-16,159752192,USD,0.0,639,4.0,4+,Games,8193
Dude Perfect,SPORTS,4.5,97,1900.0,10000.0,Free,0.0,Everyone,28-Jun-17,140165120,USD,0.99,9763,4.5,4+,Games,97
DRAGON QUEST,FAMILY,4.2,9659,30000.0,100000.0,Paid,2.99,Everyone,10-Mar-17,27130880,USD,2.99,419,4.5,9+,Games,9659
Whataburger,FOOD_AND_DRINK,4.5,5093,56000.0,500000.0,Free,0.0,Everyone,10-Apr-18,133352448,USD,0.0,197,3.0,4+,Food & Drink,5093
Dr. Panda Farm,FAMILY,4.1,265,46000.0,10000.0,Paid,2.99,Everyone,21-Jul-16,98934784,USD,2.99,28,4.0,4+,Education,265
Dr. Panda Hospital,FAMILY,4.4,1091,45000.0,50000.0,Paid,2.99,Everyone,5-Dec-13,417707008,USD,2.99,372,4.0,4+,Education,1091
Dr. Panda Supermarket,FAMILY,4.2,1357,58000.0,50000.0,Paid,2.99,Everyone,16-Feb-16,138589184,USD,2.99,342,4.0,4+,Education,1357
Bloons TD 5,FAMILY,4.6,190086,94000.0,1000000.0,Paid,2.99,Everyone,13-Jul-18,113020928,USD,2.99,42078,4.5,9+,Games,190086
PES CLUB MANAGER,SPORTS,4.4,783025,,10000000.0,Free,0.0,Everyone,7-Jun-18,1257910272,USD,0.0,3216,4.5,4+,Games,783025
Riptide GP: Renegade,GAME,4.7,4328,,100000.0,Paid,2.99,Everyone 10+,1-Jun-18,107640832,USD,2.99,412,4.5,9+,Games,4328
Star Chart,FAMILY,4.3,128808,,10000000.0,Free,0.0,Everyone,2-Aug-18,28616704,USD,0.0,13482,4.5,4+,Education,128808
Retro City Rampage DX,GAME,4.7,416,16000.0,10000.0,Paid,2.99,Teen,12-Jan-17,15611904,USD,4.99,68,4.5,12+,Games,416
NBA LIVE Mobile Basketball,SPORTS,4.4,1690802,58000.0,50000000.0,Free,0.0,Everyone,21-May-18,139769856,USD,0.0,40619,4.0,4+,Games,1690802
Need for Speed™ No Limits,GAME,4.4,3344300,22000.0,50000000.0,Free,0.0,Everyone 10+,24-Jul-18,1085844480,USD,0.0,34998,4.5,4+,Games,3344300
The Simpsons™: Tapped Out,FAMILY,4.3,636995,49000.0,10000000.0,Free,0.0,Teen,31-Jul-18,86079488,USD,0.0,274501,4.0,12+,Games,636995
Plants vs. Zombies™ 2,FAMILY,4.4,567632,15000.0,10000000.0,Free,0.0,Everyone 10+,12-Jun-18,98507776,USD,0.0,267394,4.5,9+,Games,567632
Star Wars™: Galaxy of Heroes,FAMILY,4.5,1461698,67000.0,10000000.0,Free,0.0,Everyone 10+,21-May-18,119752704,USD,0.0,122260,4.5,9+,Games,1461698
Bejeweled Classic,FAMILY,4.4,203101,,5000000.0,Free,0.0,Everyone,31-May-18,99593216,USD,0.0,183259,4.5,4+,Games,203101
NBA JAM by EA SPORTS™,FAMILY,4.3,56444,43000.0,500000.0,Paid,4.99,Everyone,8-Feb-17,410202112,USD,4.99,21648,4.0,4+,Games,56444
Bejeweled Blitz,FAMILY,4.2,222664,98000.0,10000000.0,Free,0.0,Everyone,1-Aug-18,91591680,USD,0.0,221002,4.0,4+,Games,222664
Peggle Blast,GAME,4.1,166251,19000.0,5000000.0,Free,0.0,Everyone,11-Dec-17,454746112,USD,0.0,11528,4.0,9+,Games,166251
Gear.Club - True Racing,GAME,4.4,140658,37000.0,1000000.0,Free,0.0,Everyone,1-Aug-18,2386132992,USD,0.0,2793,4.5,4+,Games,140658
Mad Skills Motocross,GAME,4.0,32522,44000.0,1000000.0,Free,0.0,Everyone,25-Jan-16,16949248,USD,0.99,9341,4.5,12+,Games,32522
Pineapple Pen,GAME,4.3,157264,65000.0,10000000.0,Free,0.0,Everyone,30-Dec-16,97951744,USD,0.0,6430,4.5,4+,Games,157264
Bad Piggies HD,FAMILY,4.4,764967,69000.0,10000000.0,Free,0.0,Everyone,5-Jul-18,260040704,USD,0.0,19018,4.5,4+,Games,764967
Farming Simulator 16,FAMILY,4.2,32812,14000.0,500000.0,Paid,2.99,Everyone,10-Apr-18,185572352,USD,4.99,2637,4.5,4+,Games,32812
Fernanfloo,GAME,4.8,526595,49000.0,10000000.0,Free,0.0,Everyone 10+,26-Jun-18,63286272,USD,0.0,2886,4.5,9+,Games,526595
Narcos: Cartel Wars,FAMILY,4.7,244797,52000.0,5000000.0,Free,0.0,Teen,30-Jul-18,178887680,USD,0.0,4490,4.5,12+,Games,244797
Get 'Em,GAME,4.1,7904,21000.0,500000.0,Free,0.0,Everyone 10+,26-Oct-16,719419392,USD,0.99,40,4.0,9+,Games,7904
"Univision Deportes: Liga MX, MLS, Fútbol En Vivo",SPORTS,4.2,75566,,5000000.0,Free,0.0,Everyone,23-Jul-18,81876992,USD,0.0,16683,3.5,4+,Sports,75566
The EO Bar,HEALTH_AND_FITNESS,4.7,416,34000.0,10000.0,Paid,6.99,Everyone,2-Jul-18,41403392,USD,6.99,247,5.0,4+,Health & Fitness,416
Where's My Water?,FAMILY,4.7,188740,69000.0,1000000.0,Paid,1.99,Everyone,5-Jul-18,90853376,USD,1.99,131656,4.5,4+,Games,188740
Out There Chronicles - Ep. 1,FAMILY,4.4,1516,44000.0,50000.0,Paid,2.99,Everyone,27-Nov-17,108594176,USD,1.99,87,4.0,12+,Games,1516
Epson iPrint,TOOLS,4.1,108169,,10000000.0,Free,0.0,Everyone,25-Jun-18,53388288,USD,0.0,2838,3.0,4+,Photo & Video,108169
myChevrolet,LIFESTYLE,3.5,6747,,1000000.0,Free,0.0,Everyone,11-Jun-18,85515264,USD,0.0,1083,2.0,17+,Lifestyle,6747
Design Home,FAMILY,4.4,539931,69000.0,10000000.0,Free,0.0,Everyone,6-Aug-18,173576192,USD,0.0,23298,4.5,4+,Games,539931
XCOM®: Enemy Within,FAMILY,4.2,13752,21000.0,100000.0,Paid,9.99,Mature 17+,24-Oct-17,3508826112,USD,9.99,2855,4.0,17+,Games,13752
Mobile Strike,FAMILY,3.9,903392,,50000000.0,Free,0.0,Everyone 10+,14-Jun-18,256203776,USD,0.0,24935,3.5,12+,Games,903392
Storm Shield,WEATHER,3.5,2000,14000.0,100000.0,Free,0.0,Everyone,31-Jul-18,26501120,USD,2.99,2516,4.5,12+,Weather,2000
Messenger,SOCIAL,4.1,68025,3900.0,10000000.0,Free,0.0,Everyone,16-Apr-18,275729408,USD,0.0,351466,3.0,4+,Social Networking,68025
Angry Birds Space HD,GAME,4.5,43645,46000.0,5000000.0,Free,0.0,Everyone,25-May-18,171300864,USD,0.0,39502,4.0,4+,Games,43645
Talking Tom Bubble Shooter,FAMILY,4.4,687136,54000.0,50000000.0,Free,0.0,Everyone,25-May-18,191398912,USD,0.0,2659,4.5,4+,Games,687136
Crazy Freekick,SPORTS,3.9,47688,17000.0,5000000.0,Free,0.0,Everyone,18-May-16,33681408,USD,0.0,228,4.5,4+,Games,47688
Fruit Ninja Classic,GAME,4.3,85468,36000.0,1000000.0,Paid,0.99,Everyone,8-Jun-18,104590336,USD,1.99,698516,4.5,4+,Games,85468
"sugar, sugar",FAMILY,4.2,1405,9500.0,10000.0,Paid,1.2,Everyone,5-Jun-18,25718784,USD,0.99,139,4.5,4+,Games,1405
Fuel Rewards® program,LIFESTYLE,4.6,32433,46000.0,1000000.0,Free,0.0,Everyone,26-Jun-18,58839040,USD,0.0,2249,4.5,4+,Shopping,32433
